,path,label
175,train/good/ok125.png,0
176,train/good/ok126.png,0
177,train/good/ok127.png,0
178,train/good/ok128.png,0
179,train/good/ok129.png,0
180,train/good/ok130.png,0
181,train/good/ok131.png,0
182,train/good/ok132.png,0
183,train/good/ok133.png,0
184,train/good/ok134.png,0
185,train/good/ok135.png,0
186,train/good/ok136.png,0
187,train/good/ok137.png,0
188,train/good/ok138.png,0
189,train/good/ok139.png,0
190,train/good/ok140.png,0
191,train/good/ok141.png,0
192,train/good/ok142.png,0
193,train/good/ok143.png,0
194,train/good/ok144.png,0
195,train/good/ok145.png,0
196,train/good/ok146.png,0
197,train/good/ok147.png,0
198,train/good/ok148.png,0
199,train/good/ok149.png,0
200,train/good/ok150.png,0
201,train/good/ok151.png,0
202,train/good/ok152.png,0
203,train/good/ok153.png,0
204,train/good/ok154.png,0
205,train/good/ok155.png,0
206,train/good/ok156.png,0
207,train/good/ok157.png,0
208,train/good/ok158.png,0
209,train/good/ok159.png,0
210,train/good/ok160.png,0
211,train/good/ok161.png,0
212,train/good/ok162.png,0
213,train/good/ok163.png,0
214,train/good/ok164.png,0
215,train/good/ok165.png,0
216,train/good/ok166.png,0
217,train/good/ok167.png,0
218,train/good/ok168.png,0
219,train/good/ok169.png,0
220,train/good/ok170.png,0
221,train/good/ok171.png,0
222,train/good/ok172.png,0
223,train/good/ok173.png,0
224,train/good/ok174.png,0
225,train/good/ok176.png,0
226,train/good/ok175.png,0
227,train/good/ok177.png,0
228,train/good/ok178.png,0
229,train/good/ok179.png,0
230,train/good/ok180.png,0
231,train/good/ok181.png,0
232,train/good/ok182.png,0
233,train/good/ok183.png,0
234,train/good/ok184.png,0
235,train/good/ok185.png,0
236,train/good/ok186.png,0
237,train/good/ok187.png,0
238,train/good/ok188.png,0
239,train/good/ok189.png,0
240,train/good/ok190.png,0
241,train/good/ok191.png,0
242,train/good/ok192.png,0
243,train/good/ok193.png,0
244,train/good/ok194.png,0
245,train/good/ok195.png,0
246,train/good/ok196.png,0
247,train/good/ok197.png,0
248,train/good/ok198.png,0
249,train/good/ok199.png,0
250,train/good/ok200.png,0
251,train/good/ok201.png,0
252,train/good/ok202.png,0
253,train/good/ok203.png,0
254,train/good/ok204.png,0
255,train/good/ok205.png,0
256,train/good/ok206.png,0
257,train/good/ok207.png,0
258,train/good/ok208.png,0
259,train/good/ok209.png,0
260,train/good/ok210.png,0
261,train/good/ok211.png,0
262,train/good/ok212.png,0
263,train/good/ok213.png,0
264,train/good/ok214.png,0
265,train/good/ok215.png,0
266,train/good/ok216.png,0
267,train/good/ok217.png,0
268,train/good/ok218.png,0
269,train/good/ok219.png,0
270,train/good/ok220.png,0
271,train/good/ok221.png,0
272,train/good/ok222.png,0
273,train/good/ok223.png,0
274,train/good/ok224.png,0
275,train/good/ok225.png,0
276,train/good/ok226.png,0
277,train/good/ok227.png,0
278,train/good/ok228.png,0
279,train/good/ok229.png,0
280,train/good/ok230.png,0
281,train/good/ok231.png,0
282,train/good/ok232.png,0
283,train/good/ok233.png,0
284,train/good/ok234.png,0
285,train/good/ok235.png,0
286,train/good/ok236.png,0
287,train/good/ok237.png,0
288,train/good/ok238.png,0
289,train/good/ok239.png,0
290,train/good/ok240.png,0
291,train/good/ok241.png,0
292,train/good/ok242.png,0
293,train/good/ok243.png,0
294,train/good/ok244.png,0
295,train/good/ok245.png,0
296,train/good/ok246.png,0
297,train/good/ok247.png,0
298,train/good/ok248.png,0
299,train/good/ok249.png,0
